,internship_id,title,skills,location,work_type,company,clean_description
513707,1582994960844067,SEM Specialist,Google Ads management PPC campaign optimization Keyword research Ad copywriting A/B testing Conversion tracking,Lusaka,Intern,Airtel Africa,Paid Advertising Specialists manage paid advertising campaigns. They use platforms like Google Ads and social media advertising to reach target audiences and achieve marketing goals.
504162,55728799578424,SEM Specialist,Google Ads management PPC campaign optimization Keyword research Ad copywriting A/B testing Conversion tracking,Hagatna,Intern,Merck,Paid Advertising Specialists manage paid advertising campaigns. They use platforms like Google Ads and social media advertising to reach target audiences and achieve marketing goals.
1058327,896906733107467,SEM Specialist,Google Ads management PPC campaign optimization Keyword research Ad copywriting A/B testing Conversion tracking,Manila,Intern,Woolworths Group,Paid Advertising Specialists manage paid advertising campaigns. They use platforms like Google Ads and social media advertising to reach target audiences and achieve marketing goals.
109425,2857149619525238,SEM Specialist,Search engine marketing (SEM) Google Ads Bing Ads Keyword analysis Ad performance analysis SEM strategy development Bid management,Algiers,Intern,Motorola Solutions,"SEM Analysts analyze search engine marketing (SEM) campaigns. They monitor performance, optimize keyword strategies, and provide insights to improve the effectiveness of SEM efforts."
1176278,2755711374174619,SEM Specialist,Google Ads management PPC campaign optimization Keyword research Ad copywriting A/B testing Conversion tracking,Jakarta,Intern,WHSmith,Paid Advertising Specialists manage paid advertising campaigns. They use platforms like Google Ads and social media advertising to reach target audiences and achieve marketing goals.
1071370,2639861574737602,SEM Specialist,Google Ads management PPC campaign optimization Keyword research Ad copywriting A/B testing Conversion tracking,Kinshasa,Intern,Chesapeake Energy,Paid Advertising Specialists manage paid advertising campaigns. They use platforms like Google Ads and social media advertising to reach target audiences and achieve marketing goals.
1119823,1781916067545149,SEM Specialist,Search engine marketing PPC advertising SEO strategy Data analysis Digital marketing skills,Kinshasa,Intern,Hilton Worldwide Holdings,"Search Engine Marketers optimize online content for search engines. They use SEO strategies to improve website rankings, increase organic traffic, and enhance online visibility."
107593,2284856818080530,SEO Analyst,"Technical SEO Website audits SEO tools (e.g., Screaming Frog, Ahrefs) Schema markup Site speed optimization XML sitemaps Canonicalization",Ouagadougou,Intern,Yum China Holdings,"As a Technical SEO Analyst, your role is to analyze website performance and identify opportunities for optimization. You will work on improving site speed, mobile-friendliness, and other technical aspects to enhance search engine rankings. You will also perform keyword research, conduct competitive analysis, and provide recommendations to improve website SEO."
555472,2906702657512319,SEO Analyst,SEO (Search Engine Optimization) Content strategy Keyword research Content optimization Content planning Analytics and reporting,Islamabad,Intern,Genuine Parts,"As an SEO Content Strategist, your primary responsibility is to develop and execute content strategies that enhance our online presence. You will conduct keyword research, optimize website content, and collaborate with the marketing team to improve search engine rankings and drive organic traffic. Your role involves staying updated with SEO trends and implementing best practices to boost our websites visibility and engagement."
419689,1975613284202495,SEO Analyst,"Technical SEO Website audits SEO tools (e.g., Screaming Frog, Ahrefs) Schema markup Site speed optimization XML sitemaps Canonicalization",Yerevan,Intern,Domino's Pizza Group,"As a Technical SEO Analyst, your role is to analyze website performance and identify opportunities for optimization. You will work on improving site speed, mobile-friendliness, and other technical aspects to enhance search engine rankings. You will also perform keyword research, conduct competitive analysis, and provide recommendations to improve website SEO."
